"id";"type";"energy";"usage";"usagenet";"createdat";"startdate";"enddate";"fillingdatecancellation";"cancellationreason";"city";"status";"productid";"modificationdate"
18317;"energy";"electricity";2500;2581;"2020-06-15";"2020-08-01";"";"";"";"Cologne";"indelivery";1000;"2020-08-20"
18318;"energy";"electricity";2100;2299;"2018-03-11";"2018-09-01";"2019-01-31";"2018-12-25";"fristgerecht durch LichtBlick";"Frankfurt";"terminated";1000;"2018-12-25"
18319;"energy";"electricity";2500;"";"2019-03-31";"2019-08-01";"";"";"";"Oldenburg";"indelivery";1000;"2020-04-23"
18320;"energy";"electricity";2300;2364;"2019-09-19";"2020-02-01";"";"";"";"Cologne";"indelivery";1002;"2020-04-19"
18321;"energy";"electricity";2300;2377;"2019-03-26";"2019-07-01";"2020-11-30";"2020-11-02";"fristgerecht durch LichtBlick";"Berlin";"cancelled";1001;"2020-05-03"
18322;"energy";"electricity";2200;2122;"2020-06-02";"2020-09-01";"";"";"";"Frankfurt";"indelivery";1002;"2020-07-22"
18323;"energy";"electricity";2600;2675;"2018-12-11";"2019-05-01";"";"";"";"Berlin";"indelivery";1002;"2020-07-24"
18324;"energy";"electricity";2700;2629;"2020-01-17";"2020-02-01";"";"";"";"Karlsruhe";"indelivery";1002;"2020-07-21"
18325;"energy";"electricity";2900;2924;"2018-02-20";"2018-03-01";"";"";"";"Emden";"indelivery";1002;"2020-07-18"
18326;"energy";"electricity";2000;2072;"2018-12-13";"2019-09-01";"";"";"";"Berlin";"indelivery";1000;"2019-07-25"
18327;"energy";"electricity";2300;"";"2020-06-18";"2020-12-01";"";"";"";"Koblenz";"active";1000;"2020-07-27"
18328;"energy";"gas";10000;9649;"2018-11-06";"2019-01-01";"2020-12-31";"2020-12-02";"fristgerecht durch Kunde";"Hannover";"cancelled";2001;"2018-11-15"
18329;"energy";"gas";9700;"";"2018-11-18";"2019-01-01";"";"";"";"Berlin";"indelivery";2001;"2019-08-18"
18330;"energy";"electricity";2300;2440;"2019-02-26";"2019-06-01";"2020-08-31";"2020-07-24";"fristgerecht durch Kunde";"Berlin";"terminated";1001;"2020-03-12"
18331;"energy";"electricity";2400;2496;"2019-01-13";"2019-03-01";"2019-03-01";"2020-09-02";"Wiederruf";"Essen";"terminated";1002;"2020-09-02"
18332;"energy";"gas";9700;9428;"2019-11-29";"2020-03-01";"";"";"";"Dortmund";"indelivery";2000;"2020-06-11"
18333;"energy";"electricity";2200;2412;"2019-11-22";"2020-01-01";"2020-01-01";"2020-03-01";"Wiederruf";"Hamburg";"terminated";1002;"2020-03-01"
18334;"energy";"electricity";2800;2660;"2019-02-18";"2019-08-01";"";"";"";"Munich";"indelivery";1002;"2019-11-06"
18335;"energy";"electricity";2900;2921;"2019-12-27";"2020-03-01";"";"";"";"Karlsruhe";"indelivery";1002;"2020-09-01"
18336;"energy";"electricity";2000;1908;"2018-06-29";"2018-09-01";"2018-09-01";"2020-05-03";"Wiederruf";"Frankfurt";"terminated";1000;"2020-02-15"
18337;"energy";"electricity";1900;1932;"2019-10-23";"2019-12-01";"2020-06-30";"2020-05-30";"Umzug";"Hamburg";"terminated";1002;"2020-05-02"
18338;"energy";"electricity";2600;2624;"2020-08-03";"2021-03-01";"";"";"";"Berlin";"active";1002;"2020-08-24"
18339;"energy";"electricity";2800;2741;"2019-08-07";"2020-03-01";"";"";"";"Karlsruhe";"indelivery";1001;"2020-04-08"
18340;"energy";"electricity";2200;2276;"2018-07-20";"2018-11-01";"";"";"";"Sankt Wendel";"indelivery";1000;"2020-09-05"
18341;"energy";"electricity";2800;3041;"2018-09-15";"2018-11-01";"";"";"";"Wuppertal";"indelivery";1000;"2020-02-07"
18342;"energy";"electricity";2000;2160;"2019-09-16";"2019-10-01";"";"";"";"Gießen";"indelivery";1001;"2020-04-07"
18343;"energy";"electricity";2700;2596;"2019-10-17";"2020-05-01";"2020-09-30";"2020-08-28";"fristgerecht durch Kunde";"Braunschweig";"terminated";1000;"2020-06-01"
18344;"energy";"electricity";2300;2445;"2019-05-25";"2019-07-01";"";"";"";"Bonn";"indelivery";1001;"2019-06-11"
18345;"energy";"electricity";2200;2082;"2020-01-22";"2020-02-01";"";"";"";"Hamburg";"indelivery";1000;"2020-02-27"
18346;"energy";"electricity";2500;2616;"2018-07-12";"2018-08-01";"";"";"";"Bad Dürkheim";"indelivery";1002;"2018-10-31"
18347;"energy";"gas";10800;10490;"2018-11-20";"2019-08-01";"";"";"";"Dortmund";"indelivery";2000;"2020-06-12"
18348;"energy";"electricity";2900;3082;"2020-06-01";"2020-07-01";"";"";"";"Bremen";"indelivery";1001;"2020-06-27"
18349;"energy";"electricity";2200;2152;"2020-02-07";"2021-02-01";"";"";"";"Düsseldorf";"active";1000;"2020-04-28"
18350;"energy";"gas";9100;9356;"2020-06-01";"2020-07-01";"";"";"";"Berlin";"indelivery";2000;"2020-09-23"
18351;"energy";"electricity";2800;2843;"2019-05-02";"2019-07-01";"";"";"";"Frankfurt";"indelivery";1002;"2020-08-24"
18352;"energy";"electricity";2400;2467;"2018-04-01";"2018-06-01";"2020-06-30";"2020-05-25";"Umzug";"Hannover";"terminated";1002;"2019-07-12"
18353;"energy";"electricity";2800;2840;"2020-05-04";"2020-09-01";"";"";"";"Munich";"indelivery";1002;"2020-09-06"
18354;"energy";"gas";11900;11436;"2019-08-01";"2019-12-01";"";"";"";"Essen";"indelivery";2001;"2020-04-03"
18355;"energy";"electricity";2100;2172;"2019-02-26";"2019-10-01";"";"";"";"Cologne";"indelivery";1001;"2020-08-23"
18356;"energy";"electricity";3000;2861;"2018-06-16";"2018-08-01";"";"";"";"Duisburg";"indelivery";1000;"2018-07-07"
18357;"energy";"electricity";2700;2559;"2020-05-10";"2020-08-01";"";"";"";"Aalen";"indelivery";1002;"2020-09-20"
18358;"energy";"electricity";2700;2559;"2020-06-05";"2020-10-01";"2020-12-31";"2020-12-02";"fristgerecht durch LichtBlick";"Munich";"cancelled";1001;"2020-09-27"
18359;"energy";"electricity";3100;2978;"2019-06-09";"2019-07-01";"";"";"";"Wittenberg";"indelivery";1001;"2019-06-29"
18360;"energy";"electricity";2100;2051;"2019-07-27";"2019-09-01";"";"";"";"Düsseldorf";"indelivery";1000;"2019-08-17"
18361;"energy";"electricity";2300;2231;"2019-09-22";"2019-11-01";"";"";"";"Berlin";"indelivery";1001;"2020-02-03"
18362;"energy";"gas";9600;9578;"2019-11-20";"2020-01-01";"2020-09-30";"2020-08-29";"Umzug";"Munich";"terminated";2000;"2020-06-03"
18363;"energy";"electricity";2700;2738;"2020-02-03";"2020-04-01";"";"";"";"Berlin";"indelivery";1000;"2020-02-16"
18364;"energy";"gas";7700;7687;"2019-09-19";"2020-05-01";"";"";"";"Berlin";"indelivery";2000;"2020-01-09"
18365;"energy";"electricity";2800;2859;"2018-02-11";"2018-04-01";"2018-04-01";"2018-10-02";"Wiederruf";"Altchemnitz";"terminated";1000;"2018-10-02"
18366;"energy";"electricity";2600;2562;"2018-03-26";"2018-10-01";"2020-11-30";"2020-11-01";"fristgerecht durch Kunde";"Ingolstadt";"cancelled";1002;"2020-04-28"
18367;"energy";"gas";10600;"";"2019-09-22";"2019-11-01";"";"";"";"Bielefeld";"indelivery";2000;"2019-09-28"
18368;"energy";"electricity";2500;2646;"2018-09-03";"2018-12-01";"2020-05-31";"2020-05-03";"Umzug";"Berlin";"terminated";1000;"2020-05-03"
18369;"energy";"electricity";2000;1921;"2018-11-24";"2018-12-01";"";"";"";"Berlin";"indelivery";1001;"2019-02-05"
18370;"energy";"electricity";2400;2402;"2019-10-04";"2020-02-01";"2020-09-30";"2020-08-26";"fristgerecht durch LichtBlick";"Berlin";"terminated";1001;"2020-01-29"
18371;"energy";"electricity";2200;2269;"2018-11-07";"2019-01-01";"";"";"";"Gera";"indelivery";1000;"2019-09-20"
18372;"energy";"gas";8600;8313;"2018-12-26";"2019-02-01";"";"";"";"Ulm";"indelivery";2000;"2020-06-17"
18373;"energy";"electricity";2600;2660;"2019-09-18";"2019-12-01";"2020-06-30";"2020-05-30";"fristgerecht durch LichtBlick";"Jena";"terminated";1001;"2020-05-30"
18374;"energy";"electricity";2300;2350;"2018-01-26";"2018-02-01";"2018-02-01";"2018-05-30";"Wiederruf";"Bielefeld";"terminated";1000;"2018-05-30"
18375;"energy";"electricity";2500;2384;"2019-05-15";"2019-09-01";"";"";"";"Münster";"indelivery";1001;"2020-07-28"
18376;"energy";"electricity";3000;"";"2020-05-24";"2020-07-01";"";"";"";"Düsseldorf";"indelivery";1001;"2020-06-27"
18377;"energy";"electricity";2400;2343;"2019-01-16";"2019-03-01";"";"";"";"Bremerhaven";"indelivery";1000;"2020-03-17"
18378;"energy";"gas";10000;10592;"2020-01-15";"2020-05-01";"2020-12-31";"2020-11-28";"fristgerecht durch Kunde";"Wuppertal";"cancelled";2001;"2020-07-28"
18379;"energy";"electricity";2100;2260;"2020-01-14";"2020-10-01";"";"";"";"Dortmund";"indelivery";1001;"2020-02-23"
18380;"energy";"electricity";2600;2501;"2018-10-04";"2019-03-01";"";"";"";"Essen";"indelivery";1001;"2019-10-06"
18381;"energy";"electricity";2200;2113;"2019-11-29";"2020-07-01";"";"";"";"Mainz";"indelivery";1001;"2020-07-11"
18382;"energy";"electricity";2400;2608;"2019-08-19";"2019-10-01";"";"";"";"Oldenburg";"indelivery";1000;"2020-07-10"
18383;"energy";"electricity";2400;2455;"2020-05-06";"2020-07-01";"";"";"";"Duisburg";"indelivery";1001;"2020-08-03"
18384;"energy";"electricity";2100;2267;"2018-08-14";"2019-05-01";"";"";"";"Essen";"indelivery";1002;"2019-05-28"
18385;"energy";"electricity";2400;"";"2018-06-11";"2018-07-01";"";"";"";"Ulm";"indelivery";1001;"2020-04-04"
18386;"energy";"electricity";2000;2039;"2018-10-01";"2018-11-01";"";"";"";"Hamburg";"indelivery";1002;"2019-07-01"
18387;"energy";"electricity";2900;2979;"2019-11-07";"2020-01-01";"";"";"";"Gera";"indelivery";1001;"2020-05-31"
18388;"energy";"gas";7700;8064;"2019-07-10";"2020-09-01";"";"";"";"Berlin";"indelivery";2000;"2019-09-19"
18389;"energy";"electricity";2400;2491;"2019-03-07";"2019-05-01";"";"";"";"Bonn";"indelivery";1000;"2020-06-25"
18390;"energy";"electricity";2900;3024;"2018-10-06";"2018-12-01";"";"";"";"Düsseldorf";"indelivery";1002;"2019-09-21"
18391;"energy";"electricity";2600;2695;"2020-09-15";"2021-05-01";"";"";"";"Munich";"active";1002;"2020-09-18"
18392;"energy";"electricity";2700;2875;"2018-10-08";"2018-11-01";"";"";"";"Berlin";"indelivery";1000;"2018-12-21"
18393;"energy";"electricity";2400;2533;"2018-05-23";"2019-04-01";"";"";"";"Saarbrücken";"indelivery";1000;"2019-04-12"
18394;"energy";"electricity";2100;2132;"2018-06-15";"2019-04-01";"2020-09-30";"2020-09-02";"fristgerecht durch LichtBlick";"Bremen";"terminated";1000;"2019-05-12"
18395;"energy";"gas";11400;11404;"2019-07-21";"2019-10-01";"";"";"";"Hofeck";"indelivery";2000;"2020-07-15"
18396;"energy";"electricity";2800;2910;"2019-11-14";"2020-02-01";"";"";"";"Berlin";"indelivery";1002;"2020-03-09"
18397;"energy";"electricity";2900;3081;"2019-06-28";"2019-09-01";"2020-04-30";"2020-04-01";"fristgerecht durch Kunde";"Braunschweig";"terminated";1002;"2020-01-30"
18398;"energy";"electricity";2500;2659;"2019-09-01";"2019-12-01";"";"";"";"Düsseldorf";"indelivery";1001;"2020-04-02"
18399;"energy";"electricity";2400;2385;"2019-04-02";"2019-05-01";"";"";"";"Marienberg";"indelivery";1002;"2019-12-03"
18400;"energy";"electricity";2100;2076;"2018-08-12";"2019-05-01";"2019-05-01";"2019-08-03";"Wiederruf";"Rostock";"terminated";1002;"2019-07-17"
18401;"energy";"electricity";2700;2878;"2020-09-28";"2020-12-01";"";"";"";"Düsseldorf";"active";1000;"2020-09-30"
18402;"energy";"gas";11100;10883;"2018-10-12";"2019-05-01";"";"";"";"Memmingen";"indelivery";2001;"2020-01-29"
18403;"energy";"electricity";2900;3100;"2018-11-01";"2019-05-01";"";"";"";"Bonn";"indelivery";1000;"2019-03-24"
18404;"energy";"electricity";2800;2833;"2018-01-12";"2018-08-01";"";"";"";"Berlin";"indelivery";1002;"2019-03-15"
18405;"energy";"gas";9900;10645;"2018-12-16";"2019-02-01";"";"";"";"Duisburg";"indelivery";2000;"2019-07-16"
18406;"energy";"electricity";2400;2296;"2019-12-25";"2020-02-01";"";"";"";"Flensburg";"indelivery";1002;"2020-02-15"
18407;"energy";"electricity";2400;2546;"2018-04-04";"2018-06-01";"";"";"";"Bremerhaven";"indelivery";1002;"2020-05-05"
18408;"energy";"electricity";2100;2062;"2020-01-15";"2020-04-01";"";"";"";"Ulm";"indelivery";1000;"2020-04-08"
18409;"energy";"electricity";2800;2894;"2018-10-29";"2018-12-01";"";"";"";"Berlin";"indelivery";1001;"2019-08-21"
18410;"energy";"electricity";2600;2718;"2019-08-30";"2019-09-01";"2020-06-30";"2020-05-30";"Umzug";"Erfurt";"terminated";1001;"2020-02-11"
18411;"energy";"electricity";2200;2327;"2018-10-28";"2018-11-01";"";"";"";"Munich";"indelivery";1000;"2020-07-17"
18412;"energy";"electricity";2300;2359;"2020-05-27";"2020-07-01";"";"";"";"Berlin";"indelivery";1002;"2020-08-07"
18413;"energy";"electricity";2700;2646;"2020-03-22";"2020-06-01";"";"";"";"Potsdam";"indelivery";1000;"2020-07-14"
18414;"energy";"electricity";2300;2413;"2020-06-18";"2020-08-01";"";"";"";"Berlin";"indelivery";1002;"2020-07-30"
18415;"energy";"electricity";2400;2329;"2018-04-09";"2018-06-01";"";"";"";"Dortmund";"indelivery";1002;"2019-02-27"
18416;"energy";"electricity";2100;2306;"2018-03-11";"2018-06-01";"";"";"";"Dortmund";"indelivery";1000;"2020-07-23"
18417;"energy";"electricity";2500;2618;"2020-05-28";"2020-10-01";"";"";"";"Freiburg";"indelivery";1002;"2020-09-07"
18418;"energy";"electricity";2600;2602;"2018-05-02";"2018-08-01";"";"";"";"Berlin";"indelivery";1000;"2020-07-30"
18419;"energy";"gas";7700;7944;"2019-03-28";"2019-04-01";"";"";"";"Berlin";"indelivery";2000;"2020-05-05"
18420;"energy";"electricity";2700;2603;"2018-07-09";"2019-06-01";"";"";"";"Hamburg";"indelivery";1001;"2019-06-20"
18421;"energy";"electricity";2400;2450;"2020-08-02";"2021-02-01";"";"";"";"Berlin";"active";1000;"2020-08-27"
18422;"energy";"gas";8600;8849;"2019-06-19";"2019-11-01";"";"";"";"Marienberg";"indelivery";2001;"2020-09-07"
18423;"energy";"electricity";2600;2539;"2019-04-28";"2019-09-01";"2020-08-31";"2020-08-01";"Umzug";"Stuttgart";"terminated";1001;"2019-07-13"
18424;"energy";"electricity";3000;2930;"2020-08-10";"2021-02-01";"";"";"";"Bielefeld";"active";1002;"2020-09-30"
18425;"energy";"electricity";2784.6;2713.122;"2019-08-09";"2019-11-01";"2020-11-30";"2020-10-30";"fristgerecht durch Kunde";"Cologne";"cancelled";1000;"2020-10-09"
18426;"energy";"electricity";2900;2950;"2018-03-25";"2018-06-01";"2018-06-01";"2018-12-30";"Wiederruf";"Kassel";"terminated";1002;"2018-07-01"
18427;"energy";"electricity";2100;2023;"2018-11-11";"2019-02-01";"";"";"";"Berlin";"indelivery";1001;"2019-09-24"
18428;"energy";"electricity";2100;2284;"2019-10-16";"2020-05-01";"";"";"";"Ulm";"indelivery";1001;"2020-05-02"
18429;"energy";"electricity";2300;2396;"2018-10-15";"2019-11-01";"2020-07-31";"2020-07-03";"fristgerecht durch LichtBlick";"Ratzeburg";"terminated";1002;"2019-09-23"
18430;"energy";"electricity";3100;3211;"2018-01-01";"2018-05-01";"2020-07-31";"2020-06-30";"fristgerecht durch Kunde";"Mönchengladbach";"terminated";1002;"2018-09-15"
18431;"energy";"electricity";2200;"";"2018-03-19";"2018-04-01";"";"";"";"Hannover";"indelivery";1002;"2018-09-09"
18432;"energy";"electricity";2000;2174;"2020-07-22";"2020-08-01";"";"";"";"Stuttgart";"indelivery";1000;"2020-09-23"
18433;"energy";"electricity";2200;2103;"2020-09-12";"2021-06-01";"";"";"";"Bielefeld";"active";1002;"2020-09-22"
18434;"energy";"electricity";2000;2117;"2019-05-27";"2020-01-01";"";"";"";"Munich";"indelivery";1000;"2019-09-22"
18435;"energy";"electricity";2100;2012;"2018-11-02";"2018-12-01";"";"";"";"Munich";"indelivery";1002;"2020-07-18"
18436;"energy";"electricity";2700;2625;"2018-06-20";"2018-12-01";"";"";"";"Fürth";"indelivery";1000;"2018-07-24"
18437;"energy";"electricity";2500;2442;"2020-06-26";"2021-06-01";"";"";"";"Munich";"active";1001;"2020-07-04"
18438;"energy";"electricity";2000;2171;"2019-01-26";"2020-04-01";"";"";"";"Frankfurt";"indelivery";1002;"2019-06-26"
18439;"energy";"electricity";2600;2676;"2018-06-15";"2019-01-01";"";"";"";"Leipzig";"indelivery";1000;"2020-08-29"
18440;"energy";"electricity";2400;"";"2018-11-02";"2019-04-01";"";"";"";"Karlsruhe";"indelivery";1000;"2020-02-07"
18441;"energy";"gas";10100;10877;"2020-08-12";"2021-02-01";"";"";"";"Bremen";"active";2000;"2020-09-08"
18442;"energy";"gas";11200;10812;"2019-03-06";"2019-12-01";"2020-11-30";"2020-11-01";"fristgerecht durch Kunde";"Essen";"cancelled";2001;"2019-07-05"
18443;"energy";"electricity";2600;2497;"2019-06-01";"2019-08-01";"";"";"";"Duisburg";"indelivery";1001;"2020-05-11"
18444;"energy";"electricity";2500;"";"2020-01-27";"2020-03-01";"";"";"";"Altchemnitz";"indelivery";1001;"2020-09-15"
18445;"energy";"electricity";2600;2655;"2018-04-13";"2018-07-01";"";"";"";"Berlin";"indelivery";1001;"2018-10-09"
18446;"energy";"electricity";2800;3061;"2020-02-29";"2020-04-01";"";"";"";"Munich";"indelivery";1000;"2020-06-18"
18447;"energy";"gas";9100;8895;"2018-12-05";"2020-04-01";"";"";"";"Wuppertal";"indelivery";2000;"2019-09-27"
18448;"energy";"electricity";2300;2393;"2020-09-27";"2021-03-01";"";"";"";"Essen";"active";1002;"2020-09-30"
18449;"energy";"electricity";3000;3187;"2019-09-01";"2019-10-01";"2020-02-29";"2020-01-31";"fristgerecht durch Kunde";"Göttingen";"terminated";1001;"2020-01-31"
18450;"energy";"electricity";2700;2559;"2018-08-04";"2018-12-01";"2019-08-31";"2019-08-03";"fristgerecht durch Kunde";"Dresden";"terminated";1001;"2019-08-03"
18451;"energy";"electricity";2200;2246;"2018-06-04";"2018-08-01";"";"";"";"Stuttgart";"indelivery";1001;"2018-08-27"
18452;"energy";"electricity";2200;2283;"2018-12-11";"2019-05-01";"";"";"";"Hamburg";"indelivery";1002;"2020-01-23"
18453;"energy";"electricity";2600;2676;"2020-06-03";"2020-08-01";"";"";"";"Magdeburg";"indelivery";1002;"2020-07-09"
18454;"energy";"electricity";2700;2640;"2018-11-29";"2019-02-01";"";"";"";"Heidelberg";"indelivery";1002;"2020-01-15"
18455;"energy";"electricity";2400;2383;"2018-05-12";"2018-12-01";"";"";"";"Altchemnitz";"indelivery";1002;"2019-05-14"
18456;"energy";"gas";9400;9978;"2018-03-18";"2018-05-01";"";"";"";"Cologne";"indelivery";2000;"2019-09-08"
18457;"energy";"electricity";2200;2247;"2020-08-18";"2020-11-01";"";"";"";"Peine";"active";1002;"2020-09-02"
18458;"energy";"electricity";2000;2020;"2019-05-01";"2019-11-01";"";"";"";"Frankfurt";"indelivery";1002;"2020-05-09"
18459;"energy";"electricity";2400;2582;"2018-02-25";"2018-05-01";"2019-02-28";"2019-01-31";"fristgerecht durch LichtBlick";"Frankfurt";"terminated";1002;"2018-09-12"
18460;"energy";"electricity";2700;2634;"2018-09-21";"2019-03-01";"";"";"";"Munich";"indelivery";1002;"2020-01-12"
18461;"energy";"electricity";2000;1924;"2019-12-31";"2020-02-01";"";"";"";"Bremen";"indelivery";1000;"2020-08-20"
18462;"energy";"electricity";2500;2490;"2018-02-17";"2018-08-01";"";"";"";"Munich";"indelivery";1002;"2020-05-14"
18463;"energy";"electricity";1900;1867;"2019-03-31";"2019-05-01";"2020-11-30";"2020-11-02";"fristgerecht durch LichtBlick";"Berlin";"cancelled";1002;"2019-11-10"
18464;"energy";"electricity";2400;2444;"2018-08-16";"2018-10-01";"2020-08-31";"2020-08-01";"Umzug";"Hamburg";"terminated";1001;"2020-05-26"
18465;"energy";"electricity";2700;2808;"2019-11-13";"2020-06-01";"";"";"";"Fürth";"indelivery";1000;"2020-01-05"
18466;"energy";"gas";11500;11935;"2018-08-14";"2018-12-01";"";"";"";"Coburg";"indelivery";2001;"2019-06-17"
18467;"energy";"electricity";2100;"";"2019-02-24";"2019-06-01";"2019-08-31";"2019-08-02";"fristgerecht durch Kunde";"Berlin";"terminated";1001;"2019-06-17"
18468;"energy";"electricity";2200;2275;"2018-07-27";"2018-12-01";"";"";"";"Berlin";"indelivery";1001;"2019-06-14"
18469;"energy";"electricity";2600;2748;"2020-08-02";"2021-04-01";"";"";"";"Hannover";"active";1001;"2020-08-11"
18470;"energy";"electricity";3000;2881;"2019-06-30";"2020-01-01";"";"";"";"Bonn";"indelivery";1000;"2019-11-26"
18471;"energy";"electricity";3100;3107;"2019-11-08";"2020-01-01";"";"";"";"Altötting";"indelivery";1002;"2019-11-13"
18472;"energy";"gas";11000;10726;"2019-06-21";"2019-09-01";"";"";"";"Leipzig";"indelivery";2001;"2019-10-18"
18473;"energy";"gas";8700;9356;"2018-10-19";"2019-02-01";"";"";"";"Bremen";"indelivery";2001;"2020-02-16"
18474;"energy";"gas";11500;11773;"2018-03-26";"2018-11-01";"";"";"";"Essen";"indelivery";2000;"2018-10-10"
18475;"energy";"electricity";2300;2284;"2019-05-28";"2019-06-01";"";"";"";"Wiesbaden";"indelivery";1002;"2020-06-02"
18476;"energy";"electricity";2500;2392;"2019-08-10";"2019-10-01";"";"";"";"Dresden";"indelivery";1001;"2020-05-15"
18477;"energy";"electricity";2500;2382;"2018-11-21";"2019-01-01";"";"";"";"Berlin";"indelivery";1001;"2019-09-06"
18478;"energy";"gas";7700;8197;"2018-03-02";"2018-08-01";"";"";"";"Hamburg";"indelivery";2000;"2018-12-21"
18479;"energy";"electricity";2900;2992;"2020-04-18";"2020-11-01";"";"";"";"Duisburg";"active";1001;"2020-07-02"
18480;"energy";"electricity";2000;2192;"2018-04-04";"2018-10-01";"";"";"";"Wuppertal";"indelivery";1002;"2018-07-15"
18481;"energy";"electricity";2600;2640;"2020-06-04";"2020-11-01";"";"";"";"Düsseldorf";"active";1000;"2020-06-29"
18482;"energy";"electricity";2100;2200;"2018-12-28";"2019-01-01";"2020-12-31";"2020-11-27";"Umzug";"Altchemnitz";"cancelled";1002;"2020-06-13"
18483;"energy";"electricity";2500;2541;"2019-06-23";"2020-04-01";"";"";"";"Münster";"indelivery";1000;"2020-08-12"
18484;"energy";"electricity";2300;2232;"2020-06-05";"2021-05-01";"";"";"";"Duisburg";"active";1002;"2020-10-07"
18485;"energy";"electricity";2300;2285;"2018-08-01";"2018-10-01";"";"";"";"Berlin";"indelivery";1000;"2019-03-09"
18486;"energy";"electricity";2200;2273;"2020-04-23";"2020-06-01";"";"";"";"Berlin";"indelivery";1000;"2020-05-15"
18487;"energy";"electricity";2600;2575;"2020-09-28";"2021-01-01";"";"";"";"Hamburg";"active";1000;"2020-09-30"
18488;"energy";"electricity";2800;2949;"2018-02-18";"2019-01-01";"";"";"";"Augsburg";"indelivery";1001;"2018-10-03"
18489;"energy";"electricity";1900;2044;"2018-06-24";"2018-11-01";"2020-12-31";"2020-12-02";"fristgerecht durch LichtBlick";"Stuttgart";"cancelled";1000;"2019-12-13"
18490;"energy";"electricity";2800;2769;"2018-04-07";"2018-08-01";"";"";"";"Essen";"indelivery";1001;"2019-01-09"
18491;"energy";"electricity";2300;2184;"2019-10-03";"2019-12-01";"";"";"";"Marienberg";"indelivery";1002;"2019-10-18"
18492;"energy";"electricity";2600;2726;"2019-06-28";"2020-01-01";"";"";"";"Bad Neustadt";"indelivery";1000;"2019-10-08"
18493;"energy";"electricity";2100;2230;"2019-02-04";"2019-04-01";"";"";"";"Göppingen";"indelivery";1001;"2019-09-24"
18494;"energy";"gas";10300;11030;"2018-12-11";"2019-04-01";"";"";"";"Berlin";"indelivery";2000;"2020-04-09"
18495;"energy";"electricity";2800;2731;"2018-02-05";"2019-01-01";"";"";"";"Duisburg";"indelivery";1002;"2019-04-23"
18496;"energy";"electricity";2200;2121;"2020-04-17";"2020-06-01";"";"";"";"Dortmund";"indelivery";1001;"2020-09-17"
18497;"energy";"electricity";2000;2162;"2019-02-11";"2019-05-01";"";"";"";"Magdeburg";"indelivery";1002;"2019-09-22"
18498;"energy";"electricity";2500;2449;"2018-09-29";"2019-03-01";"";"";"";"Berlin";"indelivery";1000;"2019-04-12"
18499;"energy";"electricity";2600;"";"2018-11-26";"2019-08-01";"";"";"";"Rostock";"indelivery";1000;"2020-05-28"
18500;"energy";"electricity";2900;3096;"2018-06-14";"2018-08-01";"2018-11-30";"2018-11-02";"fristgerecht durch LichtBlick";"Recklinghausen";"terminated";1000;"2018-11-02"
18501;"energy";"electricity";2400;2546;"2018-01-20";"2018-02-01";"";"";"";"Berlin";"indelivery";1002;"2018-06-02"
18502;"energy";"electricity";2200;2230;"2020-03-08";"2020-06-01";"";"";"";"Düsseldorf";"indelivery";1002;"2020-05-28"
18503;"energy";"electricity";1900;1980;"2019-04-17";"2019-06-01";"";"";"";"Berlin";"indelivery";1001;"2019-07-19"
18504;"energy";"electricity";2800;2784;"2020-09-20";"2020-10-01";"";"";"";"Dresden";"indelivery";1000;"2020-09-27"
18505;"energy";"electricity";2300;2283;"2019-10-14";"2020-04-01";"";"";"";"Berlin";"indelivery";1001;"2020-09-26"
18506;"energy";"electricity";2700;2717;"2018-09-26";"2019-08-01";"";"";"";"Berlin";"indelivery";1002;"2019-10-23"
18507;"energy";"electricity";2700;"";"2019-03-03";"2019-05-01";"2020-03-31";"2020-03-01";"fristgerecht durch Kunde";"Cologne";"terminated";1002;"2020-03-01"
18508;"energy";"electricity";3000;2813;"2020-06-22";"2020-11-01";"";"";"";"Berlin";"active";1002;"2020-09-11"
18509;"energy";"electricity";2100;2143;"2019-11-16";"2020-01-01";"";"";"";"Bremerhaven";"indelivery";1000;"2020-06-07"
18510;"energy";"electricity";2500;2472;"2019-04-25";"2019-05-01";"";"";"";"Düsseldorf";"indelivery";1002;"2019-07-18"
18511;"energy";"electricity";3000;2862;"2018-09-21";"2018-11-01";"";"";"";"Rostock";"indelivery";1002;"2019-01-23"
18512;"energy";"electricity";2000;2008;"2019-06-18";"2019-10-01";"2020-10-31";"2020-09-30";"Umzug";"Hamburg";"cancelled";1000;"2019-12-21"
18513;"energy";"electricity";2300;2360;"2020-05-02";"2020-10-01";"";"";"";"Dresden";"indelivery";1000;"2020-09-08"
18514;"energy";"gas";11200;11338;"2020-07-13";"2020-08-01";"";"";"";"Berlin";"indelivery";2000;"2020-09-19"
18515;"energy";"electricity";2900;2886;"2019-03-03";"2019-07-01";"2020-07-31";"2020-06-22";"fristgerecht durch Kunde";"Dortmund";"terminated";1001;"2019-07-06"
18516;"energy";"electricity";2500;2558;"2019-05-12";"2019-07-01";"";"";"";"Essen";"indelivery";1001;"2019-09-16"
18517;"energy";"electricity";2500;2577;"2019-10-12";"2019-12-01";"2020-08-31";"2020-08-01";"fristgerecht durch Kunde";"Mannheim";"terminated";1000;"2020-03-23"
18518;"energy";"gas";9100;8871;"2020-08-01";"2020-09-01";"";"";"";"Emden";"indelivery";2000;"2020-09-19"
